Heure,Temperature,Humidite,Pression,Vent,Rafales,Solaire,UV,Pluie,Direction
2026-07-26 11:58:24,21.8,51.1,1017.8,8.1,11.3,76.7,2.0,1.1,318.4
2026-07-26 11:58:54,21.8,51.2,1017.8,10.9,15.3,83.9,1.9,3.7,310.7
2026-07-26 11:59:24,21.7,51.7,1017.8,9.9,13.9,84.9,1.9,1.9,301.6
2026-07-26 11:59:54,21.8,51.6,1017.8,8.8,12.3,82.1,1.9,0.0,284.8
2026-07-26 12:00:24,21.9,51.3,1017.7,8.4,11.8,80.8,2.0,3.4,305.6
2026-07-26 12:00:54,22.1,51.2,1017.8,8.0,11.2,83.8,1.9,0.0,311.5
2026-07-26 12:01:24,22.0,50.7,1017.7,10.2,14.3,80.5,2.0,1.3,289.2
2026-07-26 12:01:54,22.1,50.2,1017.6,10.8,15.1,82.2,1.9,0.0,294.3
2026-07-26 12:02:24,22.2,50.3,1017.7,9.1,12.7,79.1,1.9,3.7,316.6
2026-07-26 12:02:54,22.2,50.7,1017.6,9.5,13.3,80.3,1.9,3.6,294.1
2026-07-26 12:03:24,22.2,50.3,1017.5,8.4,11.8,84.0,1.8,0.0,298.5
2026-07-26 12:03:54,22.0,50.3,1017.6,8.2,11.5,85.1,1.9,2.4,294.5
2026-07-26 12:04:24,21.9,50.7,1017.6,8.1,11.3,84.4,1.9,1.0,303.7
2026-07-26 12:04:54,22.0,50.3,1017.6,10.0,14.0,78.1,1.9,3.1,322.1
2026-07-26 12:05:24,21.9,49.8,1017.5,8.3,11.6,81.2,1.9,0.0,347.0
2026-07-26 12:05:54,21.8,50.2,1017.6,9.9,13.9,85.8,1.8,3.8,324.5
2026-07-26 12:06:24,21.8,50.3,1017.7,8.0,11.2,76.8,1.8,0.0,318.1
2026-07-26 12:06:54,21.7,50.8,1017.6,9.6,13.4,84.8,1.9,0.0,315.7
2026-07-26 12:07:24,21.6,50.6,1017.6,8.1,11.3,78.3,2.0,1.4,323.1
2026-07-26 12:07:54,21.8,50.2,1017.5,11.0,15.4,79.9,2.0,3.2,341.2
2026-07-26 12:08:24,21.7,50.3,1017.5,9.0,12.6,78.6,2.0,0.0,326.6
2026-07-26 12:08:54,21.8,49.8,1017.4,8.3,11.6,82.0,1.8,3.9,319.5
2026-07-26 12:09:24,21.8,49.5,1017.4,8.8,12.3,84.3,1.9,1.4,339.6
2026-07-26 12:09:54,21.6,49.7,1017.4,9.0,12.6,81.3,1.9,0.0,323.7
2026-07-26 12:10:24,21.5,49.4,1017.4,9.7,13.6,77.0,2.0,0.0,346.1
2026-07-26 12:10:54,21.6,49.8,1017.4,9.1,12.7,78.8,2.0,0.0,354.5
2026-07-26 12:11:24,21.5,49.9,1017.3,8.7,12.2,82.7,1.9,3.0,357.5
2026-07-26 12:11:54,21.4,50.2,1017.2,9.5,13.3,78.1,1.9,3.9,356.4
2026-07-26 12:12:24,21.5,50.0,1017.2,9.4,13.2,86.8,1.9,3.0,341.5
2026-07-26 12:12:54,21.5,50.5,1017.3,11.0,15.4,80.3,1.9,0.0,342.4
2026-07-26 12:13:24,21.7,50.7,1017.3,8.1,11.3,86.2,1.9,0.0,324.6
2026-07-26 12:13:54,21.5,50.3,1017.3,10.8,15.1,83.9,1.9,0.0,316.8
2026-07-26 12:14:24,21.5,50.2,1017.2,10.5,14.7,82.7,1.9,2.7,327.4
2026-07-26 12:14:54,21.6,50.3,1017.3,8.9,12.5,81.1,1.9,0.0,351.5
2026-07-26 12:15:24,21.7,50.7,1017.3,9.6,13.4,78.8,2.0,2.9,4.4
2026-07-26 12:15:54,21.5,50.9,1017.3,9.7,13.6,80.2,1.9,3.6,24.4
2026-07-26 12:16:24,21.4,51.1,1017.4,8.8,12.3,80.5,1.9,0.0,16.0
2026-07-26 12:16:54,21.6,51.1,1017.4,8.9,12.5,81.2,1.8,0.0,30.3
2026-07-26 12:17:24,21.4,50.8,1017.3,9.7,13.6,78.1,2.0,0.0,27.4
2026-07-26 12:17:54,21.4,51.3,1017.3,9.6,13.4,82.8,2.0,0.0,34.1
2026-07-26 12:18:24,21.5,51.6,1017.4,9.3,13.0,83.8,1.9,2.6,46.1
2026-07-26 12:18:54,21.3,51.1,1017.4,10.4,14.6,82.0,1.9,3.5,29.6
2026-07-26 12:19:24,21.2,50.8,1017.4,8.7,12.2,83.3,1.9,0.0,13.0
2026-07-26 12:19:54,21.3,50.4,1017.3,10.5,14.7,85.7,1.9,0.0,18.6
2026-07-26 12:20:24,21.4,50.9,1017.2,8.2,11.5,83.5,1.9,2.2,16.0
2026-07-26 12:20:54,21.3,50.5,1017.1,10.4,14.6,82.7,1.9,0.0,354.8
2026-07-26 12:21:24,21.2,50.5,1017.1,10.0,14.0,85.1,2.0,0.0,356.4
2026-07-26 12:21:54,21.1,50.5,1017.2,8.5,11.9,84.3,1.9,0.0,345.4
2026-07-26 12:22:24,21.2,50.3,1017.3,10.1,14.1,85.0,1.9,1.9,346.6
2026-07-26 12:22:54,21.4,50.0,1017.2,10.8,15.1,86.1,1.9,0.7,9.0
2026-07-26 12:23:24,21.3,50.0,1017.2,10.0,14.0,86.0,2.0,0.0,6.5
2026-07-26 12:23:54,21.3,49.5,1017.2,8.4,11.8,84.1,2.0,1.5,356.2
2026-07-26 12:24:24,21.2,49.6,1017.1,9.5,13.3,79.5,2.0,0.0,349.3
2026-07-26 12:24:54,21.3,49.7,1017.2,9.4,13.2,82.3,2.0,0.0,10.5
2026-07-26 12:25:24,21.2,50.0,1017.1,8.5,11.9,80.3,2.0,0.0,5.9
2026-07-26 12:25:54,21.3,49.9,1017.1,8.9,12.5,86.1,1.9,0.0,27.1
2026-07-26 12:26:24,21.2,49.4,1017.1,8.4,11.8,79.0,2.0,0.0,14.6
2026-07-26 12:26:54,21.1,49.5,1017.0,9.0,12.6,80.5,2.0,0.0,15.4
2026-07-26 12:27:24,21.0,49.6,1017.0,10.6,14.8,80.2,1.9,0.0,358.5
2026-07-26 12:27:54,21.1,50.0,1017.0,9.8,13.7,87.9,2.0,0.0,347.3
2026-07-26 12:28:24,20.9,50.2,1016.9,8.2,11.5,87.3,1.9,0.0,12.1
2026-07-26 12:28:54,20.7,50.5,1016.8,8.3,11.6,79.4,1.9,0.7,15.7
2026-07-26 12:29:24,20.6,50.5,1016.7,8.6,12.0,83.2,1.9,0.0,354.3
2026-07-26 12:29:54,20.7,50.1,1016.8,10.3,14.4,87.5,2.0,1.5,334.2
2026-07-26 12:30:24,20.8,50.4,1016.9,10.3,14.4,84.0,2.0,0.0,358.1
2026-07-26 12:30:54,20.8,50.1,1016.9,10.9,15.3,85.3,1.9,0.0,338.6
2026-07-26 12:31:24,20.8,49.7,1017.0,8.9,12.5,78.3,2.0,0.0,355.2
2026-07-26 12:31:54,20.7,49.5,1017.0,9.3,13.0,81.6,2.0,0.0,11.1
2026-07-26 12:32:24,20.6,49.1,1017.0,9.3,13.0,85.5,1.9,1.8,14.5
2026-07-26 12:32:54,20.4,49.1,1016.9,8.2,11.5,81.3,1.9,0.0,34.3
2026-07-26 12:33:24,20.4,48.8,1016.9,8.6,12.0,80.5,2.0,3.7,33.7
2026-07-26 12:33:54,20.4,48.7,1016.9,8.3,11.6,80.0,2.0,0.0,27.0
2026-07-26 12:34:24,20.5,48.6,1017.0,8.2,11.5,82.1,2.0,0.0,3.6
2026-07-26 12:34:54,20.4,48.2,1017.1,10.5,14.7,83.2,2.0,0.8,4.3
2026-07-26 12:35:24,20.4,47.9,1017.1,9.9,13.9,82.4,2.0,3.3,8.2
2026-07-26 12:35:54,20.6,47.5,1017.2,10.5,14.7,83.5,2.0,2.1,18.8
2026-07-26 12:36:24,20.6,47.5,1017.3,10.1,14.1,87.3,1.9,1.2,354.8
2026-07-26 12:36:54,20.6,47.9,1017.3,8.5,11.9,79.7,2.0,1.5,14.1
2026-07-26 12:37:24,20.6,48.3,1017.4,10.6,14.8,80.1,2.0,0.0,31.8
2026-07-26 12:37:54,20.7,48.5,1017.3,9.7,13.6,87.6,1.9,0.0,8.5
2026-07-26 12:38:24,20.6,48.5,1017.4,8.2,11.5,85.4,2.1,0.0,32.1
2026-07-26 12:38:54,20.4,48.2,1017.4,9.7,13.6,83.9,1.9,0.0,26.2
2026-07-26 12:39:24,20.3,48.1,1017.3,8.6,12.0,87.1,1.9,0.0,49.4
2026-07-26 12:39:54,20.2,47.8,1017.4,10.9,15.3,85.1,2.0,1.6,32.5
2026-07-26 12:40:24,20.2,47.6,1017.3,10.5,14.7,80.5,1.9,0.0,23.1
2026-07-26 12:40:54,20.3,47.4,1017.3,9.8,13.7,79.2,1.9,0.0,39.4
2026-07-26 12:41:24,20.2,47.1,1017.4,8.6,12.0,83.0,1.9,2.9,44.6
2026-07-26 12:41:54,20.1,47.3,1017.4,10.6,14.8,88.6,1.9,0.0,38.4
2026-07-26 12:42:24,20.0,47.1,1017.4,9.5,13.3,85.7,2.0,0.0,58.7
2026-07-26 12:42:54,20.1,47.5,1017.4,10.4,14.6,86.3,1.9,0.0,58.1
2026-07-26 12:43:24,20.0,47.6,1017.5,8.0,11.2,82.9,1.9,0.0,68.2
2026-07-26 12:43:54,19.8,47.3,1017.4,9.2,12.9,80.0,2.0,3.6,61.8
2026-07-26 12:44:24,19.9,47.2,1017.3,8.5,11.9,88.4,2.0,3.4,76.6
2026-07-26 12:44:54,20.0,46.7,1017.4,8.0,11.2,80.5,2.1,1.5,69.5
2026-07-26 12:45:24,19.9,46.5,1017.3,10.2,14.3,82.3,2.0,2.9,49.3
2026-07-26 12:45:54,20.0,46.7,1017.2,9.7,13.6,86.0,2.0,0.0,73.4
2026-07-26 12:46:24,20.0,46.5,1017.1,10.7,15.0,80.2,1.9,1.2,58.9
2026-07-26 12:46:54,20.1,46.3,1017.1,9.6,13.4,82.7,2.0,3.7,43.7
2026-07-26 12:47:24,20.2,46.5,1017.2,9.0,12.6,79.4,1.9,0.0,23.7
2026-07-26 12:47:54,20.0,46.4,1017.3,9.6,13.4,79.2,2.0,2.4,22.8
2026-07-26 12:48:24,19.9,46.1,1017.2,8.6,12.0,82.1,2.1,2.4,5.8
2026-07-26 12:48:54,19.8,45.9,1017.2,9.6,13.4,80.6,2.0,0.0,5.4
2026-07-26 12:49:24,19.7,46.0,1017.2,8.3,11.6,83.0,2.0,0.0,29.2
2026-07-26 12:49:54,19.7,45.8,1017.1,9.2,12.9,83.9,2.0,0.0,16.5
2026-07-26 12:50:24,19.8,45.6,1017.1,10.4,14.6,86.9,2.0,0.0,6.9
2026-07-26 12:50:54,19.9,45.6,1017.2,10.2,14.3,79.2,1.9,2.8,346.2
2026-07-26 12:51:24,20.0,45.1,1017.1,9.6,13.4,85.7,2.0,0.9,358.6
2026-07-26 12:51:54,19.9,44.8,1017.0,8.1,11.3,81.9,1.9,0.0,342.1
2026-07-26 12:52:24,20.0,45.0,1016.9,9.8,13.7,82.4,1.9,1.0,337.5
2026-07-26 12:52:54,19.9,44.5,1016.9,10.8,15.1,89.2,2.0,0.0,334.4
2026-07-26 12:53:24,20.1,44.7,1016.9,8.5,11.9,88.4,2.0,2.7,352.3
2026-07-26 12:53:54,20.0,44.8,1016.8,9.1,12.7,84.7,2.0,0.0,357.7
2026-07-26 12:54:24,19.9,45.0,1016.9,10.7,15.0,88.0,1.9,0.0,16.2
2026-07-26 12:54:54,20.0,44.8,1016.9,8.5,11.9,79.5,2.1,3.1,18.9
2026-07-26 12:55:24,19.8,44.7,1016.9,8.1,11.3,87.1,2.1,2.5,9.5
2026-07-26 12:55:54,19.7,44.8,1016.9,9.4,13.2,80.3,2.0,0.0,21.0
2026-07-26 12:56:24,19.5,44.3,1016.8,10.8,15.1,86.2,1.9,3.5,27.6
2026-07-26 12:56:54,19.5,44.1,1016.7,10.7,15.0,81.7,2.0,0.0,2.8
2026-07-26 12:57:24,19.3,44.2,1016.6,8.4,11.8,84.5,2.0,0.0,341.8
2026-07-26 12:57:54,19.3,44.0,1016.6,10.2,14.3,82.5,1.9,0.0,356.4
2026-07-26 12:58:24,19.2,44.0,1016.5,8.5,11.9,80.6,1.9,1.6,333.2
2026-07-26 12:58:54,19.0,43.9,1016.6,8.6,12.0,81.3,2.0,0.0,335.0
2026-07-26 12:59:24,18.8,44.2,1016.6,8.8,12.3,88.6,2.0,0.0,344.6
2026-07-26 12:59:54,18.8,43.8,1016.5,8.5,11.9,88.0,2.0,1.3,346.2
2026-07-26 13:00:24,18.9,44.1,1016.4,8.1,11.3,81.1,1.9,0.9,322.5
2026-07-26 13:00:54,18.7,43.7,1016.4,8.9,12.5,85.3,2.0,3.3,346.2
2026-07-26 13:01:24,18.5,44.0,1016.3,8.9,12.5,82.4,2.1,0.0,337.9
2026-07-26 13:01:54,18.6,43.9,1016.3,9.1,12.7,87.6,2.1,2.6,344.8
2026-07-26 13:02:24,18.5,43.8,1016.2,10.6,14.8,87.1,2.0,1.9,338.2
2026-07-26 13:02:54,18.3,43.5,1016.2,8.1,11.3,82.8,2.1,1.0,321.9
2026-07-26 13:03:24,18.4,43.8,1016.3,8.4,11.8,85.2,2.0,0.0,341.5
2026-07-26 13:03:54,18.5,43.7,1016.3,9.9,13.9,87.2,1.9,0.0,1.7
2026-07-26 13:04:24,18.4,43.7,1016.3,10.2,14.3,82.8,1.9,0.0,15.8
2026-07-26 13:04:54,18.5,43.8,1016.3,9.7,13.6,83.8,2.0,3.7,3.1
2026-07-26 13:05:24,18.6,43.6,1016.3,8.7,12.2,86.7,2.0,2.2,1.0
2026-07-26 13:05:54,18.7,43.3,1016.3,8.1,11.3,85.8,2.1,0.0,349.4
2026-07-26 13:06:24,18.8,43.8,1016.3,8.8,12.3,83.5,2.0,0.0,343.4
2026-07-26 13:06:54,18.8,43.7,1016.3,9.0,12.6,86.6,2.1,0.0,355.0
2026-07-26 13:07:24,18.6,43.9,1016.4,9.8,13.7,87.2,2.1,0.0,359.7
2026-07-26 13:07:54,18.8,43.8,1016.3,8.1,11.3,80.1,2.0,3.7,337.3
2026-07-26 13:08:24,18.6,43.5,1016.3,8.1,11.3,88.3,2.0,0.0,330.8
2026-07-26 13:08:54,18.6,43.5,1016.4,8.7,12.2,83.9,2.0,0.0,334.8
2026-07-26 13:09:24,18.7,43.3,1016.4,10.1,14.1,88.9,2.0,0.0,324.1
2026-07-26 13:09:54,18.6,43.0,1016.5,8.7,12.2,87.0,1.9,0.0,335.4
2026-07-26 13:10:24,18.7,43.3,1016.5,8.4,11.8,84.0,2.0,0.0,317.5
2026-07-26 13:10:54,18.7,43.2,1016.5,9.5,13.3,80.7,2.1,2.2,330.5
2026-07-26 13:11:24,18.6,43.7,1016.5,9.4,13.2,82.2,2.0,3.5,307.8
2026-07-26 13:11:54,18.5,43.5,1016.5,10.0,14.0,85.0,2.1,0.0,320.1
2026-07-26 13:12:24,18.4,43.4,1016.5,9.6,13.4,85.7,2.0,0.0,340.9
2026-07-26 13:12:54,18.5,43.0,1016.5,8.8,12.3,81.3,1.9,0.0,330.1
2026-07-26 13:13:24,18.5,42.6,1016.4,10.1,14.1,82.7,2.1,0.0,325.1
2026-07-26 13:13:54,18.6,42.6,1016.4,10.9,15.3,84.6,2.0,0.0,303.1
2026-07-26 13:14:24,18.7,43.0,1016.5,9.9,13.9,85.8,2.1,0.7,293.8
2026-07-26 13:14:54,18.9,43.2,1016.5,8.4,11.8,87.9,2.1,0.0,309.1
2026-07-26 13:15:24,19.0,43.5,1016.6,8.9,12.5,85.7,1.9,0.0,288.8
2026-07-26 13:15:54,18.9,43.1,1016.5,10.6,14.8,85.9,2.1,0.0,308.6
2026-07-26 13:16:24,18.9,43.0,1016.5,9.8,13.7,80.6,1.9,0.9,290.1
2026-07-26 13:16:54,19.1,43.2,1016.6,10.9,15.3,83.1,1.9,0.0,284.4
2026-07-26 13:17:24,19.0,42.9,1016.6,9.6,13.4,88.8,2.0,0.0,269.6
2026-07-26 13:17:54,19.1,43.2,1016.6,10.3,14.4,85.3,2.0,0.0,286.9
2026-07-26 13:18:24,19.1,43.3,1016.6,9.4,13.2,88.5,2.1,0.0,287.8
2026-07-26 13:18:54,19.0,42.9,1016.5,8.7,12.2,80.0,2.0,0.0,284.3
2026-07-26 13:19:24,19.1,42.6,1016.4,10.0,14.0,80.6,2.0,0.0,294.1
2026-07-26 13:19:54,19.0,42.6,1016.4,10.0,14.0,87.2,2.1,0.0,295.9
2026-07-26 13:20:24,19.1,42.6,1016.4,8.9,12.5,81.8,2.1,4.0,289.0
2026-07-26 13:20:54,19.2,42.5,1016.4,8.7,12.2,81.1,1.9,2.7,291.6
2026-07-26 13:21:24,19.2,42.3,1016.4,9.7,13.6,84.3,2.0,0.0,283.0
2026-07-26 13:21:54,19.2,42.1,1016.4,10.9,15.3,86.2,2.0,0.0,276.3
2026-07-26 13:22:24,19.2,42.6,1016.4,10.0,14.0,81.0,2.1,0.0,254.7
2026-07-26 13:22:54,19.2,42.8,1016.4,9.6,13.4,83.1,1.9,1.4,242.5
2026-07-26 13:23:24,19.1,43.2,1016.4,10.3,14.4,83.7,1.9,0.0,222.3
2026-07-26 13:23:54,19.1,43.5,1016.3,10.8,15.1,84.2,2.0,1.5,237.6
2026-07-26 13:24:24,18.9,43.7,1016.4,10.7,15.0,86.5,2.0,2.2,232.6
2026-07-26 13:24:54,18.9,43.8,1016.5,9.6,13.4,88.0,2.0,1.6,239.6
2026-07-26 13:25:24,19.0,44.0,1016.5,9.6,13.4,84.2,1.9,2.0,218.5
2026-07-26 13:25:54,19.0,43.9,1016.4,9.1,12.7,82.8,1.9,1.6,219.6
2026-07-26 13:26:24,19.0,44.0,1016.4,10.3,14.4,81.4,2.0,2.1,196.9
2026-07-26 13:26:54,19.0,44.5,1016.4,9.6,13.4,80.3,2.1,0.0,208.8
2026-07-26 13:27:24,19.1,44.9,1016.3,8.3,11.6,86.4,2.0,0.0,200.5
2026-07-26 13:27:54,19.2,44.8,1016.4,9.1,12.7,84.8,1.9,0.0,208.7
2026-07-26 13:28:24,19.3,45.0,1016.5,8.6,12.0,84.6,1.9,3.2,200.1
2026-07-26 13:28:54,19.3,44.6,1016.5,9.6,13.4,87.8,2.0,3.6,195.9
2026-07-26 13:29:24,19.1,45.1,1016.4,9.2,12.9,89.8,2.0,0.0,220.0
2026-07-26 13:29:54,19.3,45.0,1016.3,11.0,15.4,89.4,2.0,0.0,213.9
2026-07-26 13:30:24,19.2,44.8,1016.3,10.1,14.1,84.1,1.9,0.0,200.2
2026-07-26 13:30:54,19.1,44.8,1016.4,9.3,13.0,88.5,2.0,0.0,222.8
2026-07-26 13:31:24,19.3,45.0,1016.5,8.3,11.6,89.4,2.1,1.2,242.0
2026-07-26 13:31:54,19.1,45.1,1016.4,8.2,11.5,89.1,2.0,3.7,231.1
2026-07-26 13:32:24,19.1,45.6,1016.3,9.9,13.9,86.8,2.1,0.0,211.3
2026-07-26 13:32:54,19.1,45.8,1016.4,10.8,15.1,81.1,2.0,1.2,222.0
2026-07-26 13:33:24,18.9,45.4,1016.4,9.8,13.7,88.1,2.1,1.0,219.1
2026-07-26 13:33:54,19.0,45.3,1016.3,8.1,11.3,89.1,2.0,0.7,198.6
2026-07-26 13:34:24,19.1,45.2,1016.2,10.7,15.0,89.5,2.0,2.5,203.0
2026-07-26 13:34:54,18.9,45.4,1016.2,8.6,12.0,84.5,2.1,0.0,215.7
2026-07-26 13:35:24,18.8,45.0,1016.2,9.6,13.4,86.7,2.0,3.3,224.6
2026-07-26 13:35:54,18.7,45.0,1016.1,9.7,13.6,87.0,2.0,0.0,232.4
2026-07-26 13:36:24,18.8,45.5,1016.1,8.9,12.5,83.0,2.0,0.0,215.9
2026-07-26 13:36:54,18.8,45.8,1016.2,8.2,11.5,87.4,2.1,0.6,233.0
2026-07-26 13:37:24,18.9,45.7,1016.2,9.4,13.2,82.6,1.9,0.0,251.7
2026-07-26 13:37:54,18.8,45.7,1016.3,10.1,14.1,88.6,2.0,0.0,235.6
2026-07-26 13:38:24,18.8,46.1,1016.2,8.1,11.3,82.8,1.9,0.0,250.5
2026-07-26 13:38:54,18.7,45.7,1016.2,8.5,11.9,84.0,2.1,0.8,270.7
2026-07-26 13:39:24,18.6,46.0,1016.2,9.1,12.7,89.9,1.9,0.0,268.2
2026-07-26 13:39:54,18.5,45.7,1016.1,9.9,13.9,89.9,2.1,2.3,290.3
2026-07-26 13:40:24,18.4,45.9,1016.1,8.3,11.6,80.4,1.9,0.0,269.8
2026-07-26 13:40:54,18.2,45.6,1016.0,10.4,14.6,87.8,2.0,3.2,272.9
2026-07-26 13:41:24,18.4,45.9,1015.9,9.8,13.7,82.7,2.0,0.0,276.8
2026-07-26 13:41:54,18.3,45.8,1015.9,10.9,15.3,84.5,2.0,1.7,291.5
2026-07-26 13:42:24,18.3,46.2,1015.8,8.1,11.3,81.1,2.1,0.0,283.3
2026-07-26 13:42:54,18.4,46.2,1015.7,8.3,11.6,85.8,1.9,0.6,267.2
2026-07-26 13:43:24,18.5,45.8,1015.7,10.8,15.1,82.3,2.0,0.0,267.4
2026-07-26 13:43:54,18.7,45.9,1015.8,10.8,15.1,80.7,2.0,0.0,272.1
2026-07-26 13:44:24,18.8,45.9,1015.9,10.0,14.0,88.8,2.0,0.0,273.0
2026-07-26 13:44:54,18.7,45.5,1015.9,8.2,11.5,84.0,2.1,2.3,284.7
2026-07-26 13:45:24,18.7,45.7,1015.9,9.6,13.4,82.2,2.0,1.4,300.0
2026-07-26 13:45:54,18.5,45.3,1015.8,9.7,13.6,88.0,1.9,0.0,324.4
2026-07-26 13:46:24,18.6,45.6,1015.9,9.3,13.0,85.7,2.0,1.6,347.8
